Column1,Content ID,Type,Datetime,Category,Score,Sentiments,,,,
23393,5fefd228-c550-4023-b767-ec8aa62de850,disgust,05-10-2020 03:35,cooking,0,negative,,,,
23394,5fefd228-c550-4023-b767-ec8aa62de850,like,26-01-2021 20:28,cooking,50,positive,,,,
23395,5fefd228-c550-4023-b767-ec8aa62de850,cherish,08-12-2020 05:08,cooking,70,positive,,,,
23396,5fefd228-c550-4023-b767-ec8aa62de850,want,15-11-2020 19:59,cooking,70,positive,,,,
23397,5fefd228-c550-4023-b767-ec8aa62de850,worried,11-10-2020 00:38,cooking,12,negative,,,,
23398,5fefd228-c550-4023-b767-ec8aa62de850,peeking,16-02-2021 02:02,cooking,35,neutral,,,,
23399,5fefd228-c550-4023-b767-ec8aa62de850,scared,28-05-2021 10:39,cooking,15,negative,,,,
23400,5fefd228-c550-4023-b767-ec8aa62de850,indifferent,19-02-2021 08:16,cooking,20,neutral,,,,
23402,66af1757-534a-4ef9-a5a5-9d721e7c6c00,peeking,10-06-2021 14:04,healthy eating,35,neutral,,,,
23403,66af1757-534a-4ef9-a5a5-9d721e7c6c00,worried,04-04-2021 21:23,healthy eating,12,negative,,,,
23404,66af1757-534a-4ef9-a5a5-9d721e7c6c00,heart,22-11-2020 02:54,healthy eating,60,positive,,,,
23405,66af1757-534a-4ef9-a5a5-9d721e7c6c00,hate,25-03-2021 09:32,healthy eating,5,negative,,,,
23406,66af1757-534a-4ef9-a5a5-9d721e7c6c00,worried,16-04-2021 01:28,healthy eating,12,negative,,,,
23407,66af1757-534a-4ef9-a5a5-9d721e7c6c00,cherish,22-10-2020 06:11,healthy eating,70,positive,,,,
23408,66af1757-534a-4ef9-a5a5-9d721e7c6c00,hate,14-07-2020 13:24,healthy eating,5,negative,,,,
23409,66af1757-534a-4ef9-a5a5-9d721e7c6c00,like,18-11-2020 16:01,healthy eating,50,positive,,,,
23410,66af1757-534a-4ef9-a5a5-9d721e7c6c00,peeking,10-12-2020 06:33,healthy eating,35,neutral,,,,
23411,66af1757-534a-4ef9-a5a5-9d721e7c6c00,peeking,06-02-2021 15:17,healthy eating,35,neutral,,,,
23412,66af1757-534a-4ef9-a5a5-9d721e7c6c00,want,20-12-2020 15:00,healthy eating,70,positive,,,,
23413,66af1757-534a-4ef9-a5a5-9d721e7c6c00,peeking,01-08-2020 10:37,healthy eating,35,neutral,,,,
23414,66af1757-534a-4ef9-a5a5-9d721e7c6c00,want,18-01-2021 18:46,healthy eating,70,positive,,,,
23415,66af1757-534a-4ef9-a5a5-9d721e7c6c00,want,06-06-2021 17:12,healthy eating,70,positive,,,,
23416,66af1757-534a-4ef9-a5a5-9d721e7c6c00,scared,09-10-2020 14:08,healthy eating,15,negative,,,,
23417,66af1757-534a-4ef9-a5a5-9d721e7c6c00,indifferent,27-10-2020 20:27,healthy eating,20,neutral,,,,
23418,66af1757-534a-4ef9-a5a5-9d721e7c6c00,cherish,07-05-2021 13:10,healthy eating,70,positive,,,,
23419,66af1757-534a-4ef9-a5a5-9d721e7c6c00,intrigued,04-02-2021 12:43,healthy eating,45,positive,,,,
23420,66af1757-534a-4ef9-a5a5-9d721e7c6c00,disgust,24-05-2021 19:00,healthy eating,0,negative,,,,
23421,66af1757-534a-4ef9-a5a5-9d721e7c6c00,adore,09-11-2020 22:04,healthy eating,72,positive,,,,
23422,66af1757-534a-4ef9-a5a5-9d721e7c6c00,cherish,30-04-2021 07:05,healthy eating,70,positive,,,,
23423,66af1757-534a-4ef9-a5a5-9d721e7c6c00,interested,13-02-2021 02:38,healthy eating,30,positive,,,,
23424,66af1757-534a-4ef9-a5a5-9d721e7c6c00,scared,01-11-2020 05:31,healthy eating,15,negative,,,,
23426,2771fa81-b26c-4e11-86ac-90e85faf4981,scared,12-01-2021 19:42,dogs,15,negative,,,,
23427,2771fa81-b26c-4e11-86ac-90e85faf4981,dislike,05-07-2020 08:31,dogs,10,negative,,,,
23428,2771fa81-b26c-4e11-86ac-90e85faf4981,hate,24-04-2021 03:30,dogs,5,negative,,,,
23429,2771fa81-b26c-4e11-86ac-90e85faf4981,hate,30-09-2020 21:04,dogs,5,negative,,,,
23430,2771fa81-b26c-4e11-86ac-90e85faf4981,heart,17-08-2020 18:45,dogs,60,positive,,,,
23431,2771fa81-b26c-4e11-86ac-90e85faf4981,adore,03-09-2020 22:52,dogs,72,positive,,,,
23432,2771fa81-b26c-4e11-86ac-90e85faf4981,scared,25-04-2021 05:28,dogs,15,negative,,,,
23433,2771fa81-b26c-4e11-86ac-90e85faf4981,cherish,09-07-2020 06:25,dogs,70,positive,,,,
23434,2771fa81-b26c-4e11-86ac-90e85faf4981,hate,15-10-2020 20:22,dogs,5,negative,,,,
23435,2771fa81-b26c-4e11-86ac-90e85faf4981,dislike,08-11-2020 07:22,dogs,10,negative,,,,
23436,2771fa81-b26c-4e11-86ac-90e85faf4981,indifferent,05-07-2020 18:35,dogs,20,neutral,,,,
23437,2771fa81-b26c-4e11-86ac-90e85faf4981,worried,19-01-2021 11:14,dogs,12,negative,,,,
23438,2771fa81-b26c-4e11-86ac-90e85faf4981,interested,19-11-2020 12:19,dogs,30,positive,,,,
23439,2771fa81-b26c-4e11-86ac-90e85faf4981,disgust,18-03-2021 11:38,dogs,0,negative,,,,
23440,2771fa81-b26c-4e11-86ac-90e85faf4981,love,21-09-2020 06:20,dogs,65,positive,,,,
23441,2771fa81-b26c-4e11-86ac-90e85faf4981,scared,04-06-2021 17:46,dogs,15,negative,,,,
23442,2771fa81-b26c-4e11-86ac-90e85faf4981,worried,23-08-2020 03:53,dogs,12,negative,,,,
23443,2771fa81-b26c-4e11-86ac-90e85faf4981,peeking,14-04-2021 18:51,dogs,35,neutral,,,,
23444,2771fa81-b26c-4e11-86ac-90e85faf4981,disgust,27-02-2021 18:27,dogs,0,negative,,,,
23445,2771fa81-b26c-4e11-86ac-90e85faf4981,worried,18-05-2021 13:39,dogs,12,negative,,,,
23446,2771fa81-b26c-4e11-86ac-90e85faf4981,heart,18-08-2020 04:37,dogs,60,positive,,,,
23448,3b448410-dd36-4e79-bf4a-ba07814b308e,want,30-03-2021 07:08,travel,70,positive,,,,
23449,3b448410-dd36-4e79-bf4a-ba07814b308e,dislike,06-05-2021 03:25,travel,10,negative,,,,
23450,3b448410-dd36-4e79-bf4a-ba07814b308e,scared,20-07-2020 15:30,travel,15,negative,,,,
23452,a03b3048-776e-4925-a52e-f6b1760a1be4,cherish,03-08-2020 11:02,education,70,positive,,,,
23453,a03b3048-776e-4925-a52e-f6b1760a1be4,like,12-02-2021 10:55,education,50,positive,,,,
23454,a03b3048-776e-4925-a52e-f6b1760a1be4,indifferent,15-05-2021 04:04,education,20,neutral,,,,
23455,a03b3048-776e-4925-a52e-f6b1760a1be4,indifferent,07-09-2020 22:19,education,20,neutral,,,,
23456,a03b3048-776e-4925-a52e-f6b1760a1be4,peeking,02-07-2020 02:51,education,35,neutral,,,,
23457,a03b3048-776e-4925-a52e-f6b1760a1be4,indifferent,23-08-2020 00:03,education,20,neutral,,,,
23458,a03b3048-776e-4925-a52e-f6b1760a1be4,cherish,17-06-2021 04:26,education,70,positive,,,,
23459,a03b3048-776e-4925-a52e-f6b1760a1be4,peeking,10-03-2021 08:52,education,35,neutral,,,,
23460,a03b3048-776e-4925-a52e-f6b1760a1be4,cherish,17-05-2021 21:59,education,70,positive,,,,
23461,a03b3048-776e-4925-a52e-f6b1760a1be4,peeking,28-12-2020 18:01,education,35,neutral,,,,
23462,a03b3048-776e-4925-a52e-f6b1760a1be4,cherish,21-03-2021 22:58,education,70,positive,,,,
23463,a03b3048-776e-4925-a52e-f6b1760a1be4,interested,03-05-2021 00:49,education,30,positive,,,,
23464,a03b3048-776e-4925-a52e-f6b1760a1be4,super love,04-12-2020 03:07,education,75,positive,,,,
23465,a03b3048-776e-4925-a52e-f6b1760a1be4,indifferent,31-03-2021 17:20,education,20,neutral,,,,
23466,a03b3048-776e-4925-a52e-f6b1760a1be4,cherish,30-10-2020 03:11,education,70,positive,,,,
23467,a03b3048-776e-4925-a52e-f6b1760a1be4,cherish,22-12-2020 06:02,education,70,positive,,,,
23468,a03b3048-776e-4925-a52e-f6b1760a1be4,adore,29-04-2021 11:46,education,72,positive,,,,
23469,a03b3048-776e-4925-a52e-f6b1760a1be4,hate,22-10-2020 14:52,education,5,negative,,,,
23470,a03b3048-776e-4925-a52e-f6b1760a1be4,super love,23-10-2020 15:01,education,75,positive,,,,
23471,a03b3048-776e-4925-a52e-f6b1760a1be4,intrigued,27-03-2021 23:32,education,45,positive,,,,
23472,a03b3048-776e-4925-a52e-f6b1760a1be4,heart,10-10-2020 08:58,education,60,positive,,,,
23473,a03b3048-776e-4925-a52e-f6b1760a1be4,like,07-10-2020 22:53,education,50,positive,,,,
23474,a03b3048-776e-4925-a52e-f6b1760a1be4,dislike,13-03-2021 04:54,education,10,negative,,,,
23476,56d13215-1444-49b0-8e17-3a888bcd4e1e,scared,29-03-2021 12:14,fitness,15,negative,,,,
23477,56d13215-1444-49b0-8e17-3a888bcd4e1e,worried,16-01-2021 16:37,fitness,12,negative,,,,
23478,56d13215-1444-49b0-8e17-3a888bcd4e1e,want,26-02-2021 06:04,fitness,70,positive,,,,
23479,56d13215-1444-49b0-8e17-3a888bcd4e1e,indifferent,19-02-2021 05:23,fitness,20,neutral,,,,
23480,56d13215-1444-49b0-8e17-3a888bcd4e1e,indifferent,24-03-2021 22:20,fitness,20,neutral,,,,
23481,56d13215-1444-49b0-8e17-3a888bcd4e1e,disgust,13-01-2021 09:48,fitness,0,negative,,,,
23482,56d13215-1444-49b0-8e17-3a888bcd4e1e,disgust,24-04-2021 09:28,fitness,0,negative,,,,
23483,56d13215-1444-49b0-8e17-3a888bcd4e1e,worried,16-05-2021 17:52,fitness,12,negative,,,,
23484,56d13215-1444-49b0-8e17-3a888bcd4e1e,dislike,07-11-2020 09:22,fitness,10,negative,,,,
23485,56d13215-1444-49b0-8e17-3a888bcd4e1e,hate,22-12-2020 21:45,fitness,5,negative,,,,
23486,56d13215-1444-49b0-8e17-3a888bcd4e1e,heart,29-09-2020 06:51,fitness,60,positive,,,,
23487,56d13215-1444-49b0-8e17-3a888bcd4e1e,indifferent,23-01-2021 00:58,fitness,20,neutral,,,,
23488,56d13215-1444-49b0-8e17-3a888bcd4e1e,love,08-07-2020 05:04,fitness,65,positive,,,,
23489,56d13215-1444-49b0-8e17-3a888bcd4e1e,interested,04-07-2020 10:20,fitness,30,positive,,,,
23490,56d13215-1444-49b0-8e17-3a888bcd4e1e,like,25-06-2020 03:22,fitness,50,positive,,,,
23491,56d13215-1444-49b0-8e17-3a888bcd4e1e,scared,08-07-2020 15:50,fitness,15,negative,,,,
23492,56d13215-1444-49b0-8e17-3a888bcd4e1e,dislike,19-04-2021 09:35,fitness,10,negative,,,,
23493,56d13215-1444-49b0-8e17-3a888bcd4e1e,hate,15-01-2021 15:40,fitness,5,negative,,,,
23494,56d13215-1444-49b0-8e17-3a888bcd4e1e,intrigued,09-10-2020 11:06,fitness,45,positive,,,,
23495,56d13215-1444-49b0-8e17-3a888bcd4e1e,like,16-08-2020 09:00,fitness,50,positive,,,,
23496,56d13215-1444-49b0-8e17-3a888bcd4e1e,heart,26-01-2021 23:34,fitness,60,positive,,,,
23497,56d13215-1444-49b0-8e17-3a888bcd4e1e,worried,11-02-2021 15:30,fitness,12,negative,,,,
23498,56d13215-1444-49b0-8e17-3a888bcd4e1e,heart,08-09-2020 22:26,fitness,60,positive,,,,
23500,cda6a453-27bf-4237-b848-b27706732716,interested,25-09-2020 13:38,soccer,30,positive,,,,
23501,cda6a453-27bf-4237-b848-b27706732716,cherish,10-07-2020 09:59,soccer,70,positive,,,,
23502,cda6a453-27bf-4237-b848-b27706732716,scared,30-08-2020 11:26,soccer,15,negative,,,,
23503,cda6a453-27bf-4237-b848-b27706732716,cherish,26-02-2021 08:15,soccer,70,positive,,,,
23504,cda6a453-27bf-4237-b848-b27706732716,intrigued,28-10-2020 20:14,soccer,45,positive,,,,
23505,cda6a453-27bf-4237-b848-b27706732716,super love,18-06-2021 02:03,soccer,75,positive,,,,
23506,cda6a453-27bf-4237-b848-b27706732716,super love,28-08-2020 22:06,soccer,75,positive,,,,
23507,cda6a453-27bf-4237-b848-b27706732716,cherish,25-04-2021 13:30,soccer,70,positive,,,,
23508,cda6a453-27bf-4237-b848-b27706732716,love,30-07-2020 16:33,soccer,65,positive,,,,
23509,cda6a453-27bf-4237-b848-b27706732716,disgust,06-08-2020 18:35,soccer,0,negative,,,,
23510,cda6a453-27bf-4237-b848-b27706732716,disgust,12-10-2020 06:12,soccer,0,negative,,,,
23511,cda6a453-27bf-4237-b848-b27706732716,like,22-03-2021 20:06,soccer,50,positive,,,,
23512,cda6a453-27bf-4237-b848-b27706732716,cherish,01-06-2021 20:59,soccer,70,positive,,,,
23513,cda6a453-27bf-4237-b848-b27706732716,indifferent,17-01-2021 01:13,soccer,20,neutral,,,,
23514,cda6a453-27bf-4237-b848-b27706732716,super love,13-12-2020 21:39,soccer,75,positive,,,,
23515,cda6a453-27bf-4237-b848-b27706732716,scared,05-03-2021 22:23,soccer,15,negative,,,,
23516,cda6a453-27bf-4237-b848-b27706732716,want,15-10-2020 02:18,soccer,70,positive,,,,
23517,cda6a453-27bf-4237-b848-b27706732716,peeking,20-01-2021 11:14,soccer,35,neutral,,,,
23518,cda6a453-27bf-4237-b848-b27706732716,love,17-11-2020 21:32,soccer,65,positive,,,,
23519,cda6a453-27bf-4237-b848-b27706732716,want,09-11-2020 02:13,soccer,70,positive,,,,
23520,cda6a453-27bf-4237-b848-b27706732716,scared,19-08-2020 04:37,soccer,15,negative,,,,
23521,cda6a453-27bf-4237-b848-b27706732716,indifferent,08-05-2021 11:36,soccer,20,neutral,,,,
23522,cda6a453-27bf-4237-b848-b27706732716,worried,12-02-2021 15:02,soccer,12,negative,,,,
23523,cda6a453-27bf-4237-b848-b27706732716,scared,28-12-2020 15:43,soccer,15,negative,,,,
23524,cda6a453-27bf-4237-b848-b27706732716,interested,11-09-2020 15:25,soccer,30,positive,,,,
23525,cda6a453-27bf-4237-b848-b27706732716,intrigued,07-08-2020 14:29,soccer,45,positive,,,,
23526,cda6a453-27bf-4237-b848-b27706732716,peeking,21-09-2020 12:03,soccer,35,neutral,,,,
23528,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,disgust,26-11-2020 03:24,technology,0,negative,,,,
23529,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,hate,14-12-2020 15:30,technology,5,negative,,,,
23530,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,love,18-06-2020 12:07,technology,65,positive,,,,
23531,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,worried,29-08-2020 15:12,technology,12,negative,,,,
23532,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,super love,04-02-2021 20:30,technology,75,positive,,,,
23533,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,disgust,02-12-2020 02:58,technology,0,negative,,,,
23534,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,hate,05-08-2020 00:48,technology,5,negative,,,,
23535,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,want,25-02-2021 15:10,technology,70,positive,,,,
23536,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,intrigued,17-06-2021 23:58,technology,45,positive,,,,
23537,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,worried,17-04-2021 08:54,technology,12,negative,,,,
23538,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,hate,22-09-2020 12:35,technology,5,negative,,,,
23539,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,peeking,11-05-2021 17:59,technology,35,neutral,,,,
23540,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,disgust,13-12-2020 20:02,technology,0,negative,,,,
23541,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,interested,21-02-2021 23:10,technology,30,positive,,,,
23542,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,cherish,27-03-2021 11:45,technology,70,positive,,,,
23543,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,worried,21-07-2020 01:03,technology,12,negative,,,,
23544,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,love,08-07-2020 21:33,technology,65,positive,,,,
23545,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,adore,14-06-2021 14:49,technology,72,positive,,,,
23546,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,hate,04-01-2021 03:09,technology,5,negative,,,,
23547,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,want,11-08-2020 04:27,technology,70,positive,,,,
23548,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,want,17-08-2020 04:06,technology,70,positive,,,,
23549,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,interested,26-02-2021 06:40,technology,30,positive,,,,
23550,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,disgust,01-05-2021 07:05,technology,0,negative,,,,
23551,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,adore,14-09-2020 14:50,technology,72,positive,,,,
23552,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,heart,24-02-2021 20:02,technology,60,positive,,,,
23553,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,cherish,19-02-2021 19:58,technology,70,positive,,,,
23554,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,dislike,13-04-2021 03:23,technology,10,negative,,,,
23555,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,disgust,19-10-2020 07:34,technology,0,negative,,,,
23556,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,adore,28-02-2021 02:19,technology,72,positive,,,,
23557,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,interested,15-10-2020 03:11,technology,30,positive,,,,
23558,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,super love,29-07-2020 08:46,technology,75,positive,,,,
23559,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,adore,20-09-2020 06:53,technology,72,positive,,,,
23560,98a7f6b9-8dd3-40c9-8c98-db01b6c80015,like,24-12-2020 21:09,technology,50,positive,,,,
23562,a8160135-2d55-4240-8f28-fbee5ec84801,dislike,01-05-2021 09:33,studying,10,negative,,,,
23563,a8160135-2d55-4240-8f28-fbee5ec84801,dislike,19-06-2020 04:20,studying,10,negative,,,,
23564,a8160135-2d55-4240-8f28-fbee5ec84801,adore,19-05-2021 00:43,studying,72,positive,,,,
23565,a8160135-2d55-4240-8f28-fbee5ec84801,want,03-09-2020 23:03,studying,70,positive,,,,
23566,a8160135-2d55-4240-8f28-fbee5ec84801,scared,18-06-2020 09:13,studying,15,negative,,,,
23568,33696f53-ab7b-4f3e-b3a4-e0e82990339c,dislike,21-07-2020 00:37,fitness,10,negative,,,,
23569,33696f53-ab7b-4f3e-b3a4-e0e82990339c,love,31-01-2021 12:07,fitness,65,positive,,,,
23570,33696f53-ab7b-4f3e-b3a4-e0e82990339c,like,25-02-2021 13:27,fitness,50,positive,,,,
23571,33696f53-ab7b-4f3e-b3a4-e0e82990339c,love,11-06-2021 09:30,fitness,65,positive,,,,
23572,33696f53-ab7b-4f3e-b3a4-e0e82990339c,like,14-12-2020 22:12,fitness,50,positive,,,,
23573,33696f53-ab7b-4f3e-b3a4-e0e82990339c,super love,30-01-2021 00:12,fitness,75,positive,,,,
23574,33696f53-ab7b-4f3e-b3a4-e0e82990339c,scared,27-02-2021 09:55,fitness,15,negative,,,,
23576,50c0f441-fde5-48bd-ba40-46f23b8cf862,peeking,08-12-2020 23:51,culture,35,neutral,,,,
23577,50c0f441-fde5-48bd-ba40-46f23b8cf862,love,02-09-2020 04:27,culture,65,positive,,,,
23578,50c0f441-fde5-48bd-ba40-46f23b8cf862,want,06-01-2021 08:37,culture,70,positive,,,,
23579,50c0f441-fde5-48bd-ba40-46f23b8cf862,love,22-05-2021 22:13,culture,65,positive,,,,
23580,50c0f441-fde5-48bd-ba40-46f23b8cf862,want,04-07-2020 07:22,culture,70,positive,,,,
23582,cafddd25-5653-4219-8dc7-a3eae45ea926,hate,11-06-2021 08:42,fitness,5,negative,,,,
23583,cafddd25-5653-4219-8dc7-a3eae45ea926,adore,31-01-2021 17:53,fitness,72,positive,,,,
23584,cafddd25-5653-4219-8dc7-a3eae45ea926,hate,20-12-2020 18:08,fitness,5,negative,,,,
23585,cafddd25-5653-4219-8dc7-a3eae45ea926,intrigued,15-09-2020 22:06,fitness,45,positive,,,,
23586,cafddd25-5653-4219-8dc7-a3eae45ea926,interested,24-09-2020 08:28,fitness,30,positive,,,,
23587,cafddd25-5653-4219-8dc7-a3eae45ea926,intrigued,31-12-2020 10:36,fitness,45,positive,,,,
23588,cafddd25-5653-4219-8dc7-a3eae45ea926,scared,11-02-2021 20:24,fitness,15,negative,,,,
23589,cafddd25-5653-4219-8dc7-a3eae45ea926,scared,27-11-2020 20:43,fitness,15,negative,,,,
23590,cafddd25-5653-4219-8dc7-a3eae45ea926,disgust,26-05-2021 11:36,fitness,0,negative,,,,
23591,cafddd25-5653-4219-8dc7-a3eae45ea926,want,23-10-2020 01:00,fitness,70,positive,,,,
23592,cafddd25-5653-4219-8dc7-a3eae45ea926,want,28-03-2021 00:55,fitness,70,positive,,,,
23593,cafddd25-5653-4219-8dc7-a3eae45ea926,want,13-02-2021 18:15,fitness,70,positive,,,,
23594,cafddd25-5653-4219-8dc7-a3eae45ea926,super love,29-06-2020 21:47,fitness,75,positive,,,,
23595,cafddd25-5653-4219-8dc7-a3eae45ea926,love,10-09-2020 07:27,fitness,65,positive,,,,
23596,cafddd25-5653-4219-8dc7-a3eae45ea926,interested,10-03-2021 22:52,fitness,30,positive,,,,
23597,cafddd25-5653-4219-8dc7-a3eae45ea926,peeking,29-12-2020 00:44,fitness,35,neutral,,,,
23598,cafddd25-5653-4219-8dc7-a3eae45ea926,peeking,30-09-2020 10:20,fitness,35,neutral,,,,
23599,cafddd25-5653-4219-8dc7-a3eae45ea926,interested,11-02-2021 16:59,fitness,30,positive,,,,
23600,cafddd25-5653-4219-8dc7-a3eae45ea926,like,22-04-2021 21:10,fitness,50,positive,,,,
23601,cafddd25-5653-4219-8dc7-a3eae45ea926,indifferent,17-07-2020 01:27,fitness,20,neutral,,,,
23602,cafddd25-5653-4219-8dc7-a3eae45ea926,super love,28-12-2020 13:01,fitness,75,positive,,,,
23603,cafddd25-5653-4219-8dc7-a3eae45ea926,cherish,26-04-2021 04:36,fitness,70,positive,,,,
23604,cafddd25-5653-4219-8dc7-a3eae45ea926,like,20-08-2020 15:19,fitness,50,positive,,,,
23605,cafddd25-5653-4219-8dc7-a3eae45ea926,super love,20-09-2020 19:04,fitness,75,positive,,,,
23606,cafddd25-5653-4219-8dc7-a3eae45ea926,heart,16-12-2020 12:39,fitness,60,positive,,,,
23607,cafddd25-5653-4219-8dc7-a3eae45ea926,scared,06-09-2020 05:25,fitness,15,negative,,,,
23608,cafddd25-5653-4219-8dc7-a3eae45ea926,dislike,20-10-2020 05:50,fitness,10,negative,,,,
23609,cafddd25-5653-4219-8dc7-a3eae45ea926,hate,03-11-2020 15:01,fitness,5,negative,,,,
23610,cafddd25-5653-4219-8dc7-a3eae45ea926,adore,29-03-2021 00:49,fitness,72,positive,,,,
23611,cafddd25-5653-4219-8dc7-a3eae45ea926,intrigued,04-06-2021 23:36,fitness,45,positive,,,,
23612,cafddd25-5653-4219-8dc7-a3eae45ea926,like,05-04-2021 12:05,fitness,50,positive,,,,
23613,cafddd25-5653-4219-8dc7-a3eae45ea926,interested,01-12-2020 05:11,fitness,30,positive,,,,
23614,cafddd25-5653-4219-8dc7-a3eae45ea926,peeking,24-06-2020 09:00,fitness,35,neutral,,,,
23615,cafddd25-5653-4219-8dc7-a3eae45ea926,cherish,01-12-2020 04:02,fitness,70,positive,,,,
23616,cafddd25-5653-4219-8dc7-a3eae45ea926,hate,16-07-2020 15:12,fitness,5,negative,,,,
23617,cafddd25-5653-4219-8dc7-a3eae45ea926,intrigued,01-09-2020 19:13,fitness,45,positive,,,,
23618,cafddd25-5653-4219-8dc7-a3eae45ea926,peeking,05-10-2020 06:50,fitness,35,neutral,,,,
23620,c24f4499-faae-4ff0-baf1-4be6a9061aa1,hate,18-09-2020 01:16,animals,5,negative,,,,
23621,c24f4499-faae-4ff0-baf1-4be6a9061aa1,worried,23-01-2021 20:25,animals,12,negative,,,,
23622,c24f4499-faae-4ff0-baf1-4be6a9061aa1,indifferent,25-05-2021 14:11,animals,20,neutral,,,,
23623,c24f4499-faae-4ff0-baf1-4be6a9061aa1,disgust,26-05-2021 22:29,animals,0,negative,,,,
23624,c24f4499-faae-4ff0-baf1-4be6a9061aa1,dislike,27-02-2021 07:00,animals,10,negative,,,,
23625,c24f4499-faae-4ff0-baf1-4be6a9061aa1,intrigued,20-09-2020 16:00,animals,45,positive,,,,
23626,c24f4499-faae-4ff0-baf1-4be6a9061aa1,worried,16-02-2021 18:49,animals,12,negative,,,,
23627,c24f4499-faae-4ff0-baf1-4be6a9061aa1,intrigued,06-12-2020 17:59,animals,45,positive,,,,
23628,c24f4499-faae-4ff0-baf1-4be6a9061aa1,cherish,22-03-2021 14:02,animals,70,positive,,,,
23629,c24f4499-faae-4ff0-baf1-4be6a9061aa1,like,24-11-2020 17:50,animals,50,positive,,,,
23630,c24f4499-faae-4ff0-baf1-4be6a9061aa1,peeking,01-10-2020 09:40,animals,35,neutral,,,,
23631,c24f4499-faae-4ff0-baf1-4be6a9061aa1,interested,26-03-2021 11:31,animals,30,positive,,,,
23632,c24f4499-faae-4ff0-baf1-4be6a9061aa1,dislike,08-11-2020 16:05,animals,10,negative,,,,
23633,c24f4499-faae-4ff0-baf1-4be6a9061aa1,worried,25-11-2020 07:49,animals,12,negative,,,,
23634,c24f4499-faae-4ff0-baf1-4be6a9061aa1,peeking,28-12-2020 14:59,animals,35,neutral,,,,
23635,c24f4499-faae-4ff0-baf1-4be6a9061aa1,super love,14-07-2020 15:57,animals,75,positive,,,,
23636,c24f4499-faae-4ff0-baf1-4be6a9061aa1,disgust,05-05-2021 13:50,animals,0,negative,,,,
23637,c24f4499-faae-4ff0-baf1-4be6a9061aa1,adore,27-01-2021 17:35,animals,72,positive,,,,
23638,c24f4499-faae-4ff0-baf1-4be6a9061aa1,like,06-03-2021 15:36,animals,50,positive,,,,
23639,c24f4499-faae-4ff0-baf1-4be6a9061aa1,love,12-09-2020 04:25,animals,65,positive,,,,
23641,2669dbfc-65d4-4770-a916-e6507f881131,scared,03-08-2020 15:29,science,15,negative,,,,
23642,2669dbfc-65d4-4770-a916-e6507f881131,hate,24-04-2021 10:08,science,5,negative,,,,
23643,2669dbfc-65d4-4770-a916-e6507f881131,disgust,10-03-2021 12:23,science,0,negative,,,,
23644,2669dbfc-65d4-4770-a916-e6507f881131,cherish,26-07-2020 00:46,science,70,positive,,,,
23645,2669dbfc-65d4-4770-a916-e6507f881131,heart,07-04-2021 00:16,science,60,positive,,,,
23646,2669dbfc-65d4-4770-a916-e6507f881131,hate,20-03-2021 06:07,science,5,negative,,,,
23647,2669dbfc-65d4-4770-a916-e6507f881131,want,14-05-2021 04:33,science,70,positive,,,,
23648,2669dbfc-65d4-4770-a916-e6507f881131,scared,07-09-2020 07:40,science,15,negative,,,,
23649,2669dbfc-65d4-4770-a916-e6507f881131,disgust,08-12-2020 21:47,science,0,negative,,,,
23650,2669dbfc-65d4-4770-a916-e6507f881131,disgust,07-10-2020 16:21,science,0,negative,,,,
23651,2669dbfc-65d4-4770-a916-e6507f881131,disgust,06-12-2020 18:52,science,0,negative,,,,
23652,2669dbfc-65d4-4770-a916-e6507f881131,love,02-10-2020 02:09,science,65,positive,,,,
